,cow_id,bull_id
1411,GB00000029994,DE00000001742
1412,NL00000029995,US00000003507
1413,NL00000030042,GB00000002585
1414,US00000030140,US00000003507
1415,US00000030147,US00000003459
1416,FR00000030154,US00000003507
1417,US00000030157,US00000003507
1418,US00000030160,DE00000001742
1419,RU00000030164,US00000002804
1420,DE00000030168,DE00000001742
1421,DE00000030188,DE00000001742
1422,DE00000030227,US00000003013
1423,FR00000028571,US00000002804
1424,FR00000028572,GB00000002348
1425,NL00000028573,DE00000001742
1426,US00000028706,US00000003507
1427,DE00000028713,US00000000795
1428,GB00000028714,US00000003459
1429,DE00000028730,US00000003013
1430,RU00000028742,US00000002804
1431,FR00000026018,US00000003013
1432,NL00000026043,US00000003013
1433,RU00000026112,US00000002804
1434,US00000026154,US00000003507
1435,RU00000026160,US00000001653
1436,NL00000026174,DE00000001742
1437,RU00000026181,DE00000001742
1438,FR00000026183,US00000002804
1439,NL00000026202,US00000003507
1440,RU00000026208,US00000000795
1441,FR00000026245,US00000003459
1442,NL00000026252,US00000000795
1443,US00000028751,US00000003013
1444,RU00000028755,US00000003013
1445,US00000028761,US00000003507
1446,FR00000028767,US00000003507
1447,US00000028770,US00000003507
1448,RU00000028772,DE00000001742
1449,GB00000028778,US00000003507
1450,DE00000028779,US00000003507
1451,GB00000028832,DE00000001742
1452,GB00000028888,US00000003507
1453,FR00000028891,US00000003507
1454,US00000026283,US00000003507
1455,FR00000026287,US00000003507
1456,RU00000026294,US00000002804
1457,NL00000026312,US00000003507
1458,DE00000026317,US00000003013
1459,DE00000026324,US00000003507
1460,DE00000026353,GB00000002348
1461,GB00000026355,US00000003507
1462,RU00000026364,US00000002804
1463,NL00000026372,US00000003013
1464,DE00000026423,US00000002804
1465,GB00000026429,US00000003507
1466,DE00000026430,DE00000001742
1467,NL00000026431,US00000003013
1468,FR00000026433,DE00000001742
1469,RU00000028930,US00000003507
1470,GB00000028968,US00000000795
1471,FR00000028969,US00000002804
1472,GB00000028970,US00000002804
1473,NL00000028971,US00000000795
1474,FR00000028976,US00000003507
1475,GB00000028977,US00000000795
1476,FR00000028979,US00000002804
1477,FR00000028980,US00000002804
1478,US00000030234,US00000003013
1479,US00000030244,US00000003013
1480,FR00000030246,US00000000795
1481,US00000030260,US00000000795
1482,US00000030287,US00000002804
1483,FR00000030311,DE00000001742
1484,DE00000030320,US00000003013
1485,FR00000030380,US00000003507
1486,RU00000030397,DE00000001742
1487,US00000030407,US00000003013
1488,US00000030439,GB00000002348
1489,RU00000029004,US00000002804
1490,GB00000029010,US00000003507
1491,DE00000029042,GB00000002348
1492,US00000029045,US00000003507
1493,DE00000029055,US00000001653
1494,US00000029084,US00000000795
1495,RU00000029093,US00000002804
1496,NL00000029114,US00000003013
1497,GB00000026498,US00000003013
1498,US00000026499,US00000003507
1499,NL00000026501,US00000003013
1500,NL00000026506,US00000003507
1501,GB00000026510,DE00000001742
1502,NL00000026517,US00000003013
1503,US00000026539,US00000003459
1504,US00000026541,DE00000001742
1505,DE00000026547,US00000003507
1506,RU00000026564,US00000003507
1507,DE00000026572,DE00000001742
1508,DE00000026573,US00000003507
1509,RU00000026596,GB00000002348
1510,DE00000026599,US00000000795
1511,NL00000026606,US00000003507
1512,RU00000026610,US00000003507
1513,US00000026614,US00000002804
1514,FR00000026623,US00000002804
1515,RU00000026625,US00000003507
1516,US00000026643,US00000003013
1517,DE00000026649,US00000003013
1518,RU00000026664,US00000003013
1519,NL00000029129,GB00000002348
1520,DE00000029200,US00000000795
1521,US00000029205,DE00000001742
1522,DE00000029228,US00000003013
1523,US00000029274,US00000000795
1524,US00000029281,US00000003013
1525,RU00000029357,US00000003507
1526,NL00000026679,US00000003507
1527,NL00000026681,US00000003507
1528,NL00000026701,US00000003507
1529,US00000026748,GB00000002348
1530,RU00000026750,US00000003013
1531,US00000026751,US00000003013
1532,GB00000026752,DE00000001742
1533,US00000026753,US00000003507
1534,GB00000026755,US00000000795
1535,FR00000026758,GB00000002348
1536,FR00000026759,GB00000002348
1537,GB00000026764,US00000003013
1538,NL00000026765,US00000003013
1539,FR00000026766,DE00000001742
1540,US00000026767,DE00000001742
1541,US00000026769,US00000003013
1542,NL00000026770,GB00000002348
1543,US00000026773,GB00000002348
1544,FR00000026774,US00000003013
1545,GB00000026775,DE00000001742
1546,US00000026777,US00000003507
1547,GB00000026778,US00000003013
1548,FR00000026779,DE00000001742
1549,US00000026836,US00000003507
1550,NL00000026837,US00000000795
1551,GB00000026839,DE00000001742
1552,FR00000026841,US00000003507
1553,NL00000026845,US00000003013
1554,NL00000026846,US00000003013
1555,FR00000026848,DE00000001742
1556,US00000026849,GB00000002348
1557,NL00000026850,DE00000001742
1558,DE00000026852,US00000000795
1559,GB00000026854,GB00000002348
1560,FR00000026856,GB00000002348
1561,US00000026857,DE00000001742
1562,FR00000026858,US00000003013
1563,US00000026859,US00000003507
1564,RU00000026861,US00000003013
1565,FR00000026862,US00000003507
1566,DE00000026863,DE00000001742
1567,US00000026864,US00000003507
1568,NL00000026866,US00000003459
1569,GB00000026867,US00000003507
1570,GB00000026868,US00000000795
1571,US00000026870,US00000000795
1572,US00000029383,US00000003507
1573,FR00000030441,DE00000001742
1574,NL00000030443,US00000003507
1575,GB00000030446,US00000000795
1576,FR00000030466,US00000002804
1577,RU00000030514,US00000003013
1578,US00000030519,US00000003459
1579,RU00000030533,US00000002804
1580,RU00000030547,GB00000002348
1581,RU00000030550,US00000003507
1582,GB00000030573,US00000000795
1583,RU00000093296,DE00000001742
1584,US00000030596,US00000000795
1585,GB00000030599,US00000002804
1586,NL00000030624,US00000003507
1587,RU00000030639,US00000003507
1588,GB00000030643,US00000003507
1589,GB00000030657,DE00000001742
1590,GB00000030669,US00000000795
1591,NL00000029438,US00000001653
1592,NL00000029491,US00000003507
1593,DE00000029492,US00000000795
1594,FR00000029502,US00000001653
1595,FR00000026874,US00000000795
1596,RU00000026876,US00000003507
1597,NL00000026877,FR00000002912
1598,NL00000026878,US00000003013
1599,RU00000026880,US00000003013
1600,DE00000026881,DE00000001742
1601,DE00000026882,US00000000795
1602,RU00000026883,DE00000001742
1603,RU00000026884,US00000003013
1604,RU00000026885,US00000003459
1605,RU00000026887,US00000003507
1606,GB00000026888,US00000003013
1607,GB00000026889,US00000003507
1608,FR00000026891,DE00000001742
1609,GB00000026892,US00000003507
1610,NL00000026893,US00000000795
1611,NL00000026895,GB00000002348
1612,FR00000026897,DE00000001742
1613,NL00000026898,DE00000001742
1614,FR00000026899,US00000003013
1615,GB00000026900,US00000003459
1616,RU00000026901,US00000000795
1617,FR00000026902,US00000000795
1618,FR00000026903,DE00000001742
1619,RU00000026905,US00000000795
1620,RU00000026906,US00000000795
1621,NL00000026907,US00000003013
1622,FR00000026908,US00000003507
1623,US00000026909,US00000003507
1624,GB00000026911,US00000000795
1625,FR00000026913,US00000003013
1626,US00000026914,US00000003507
1627,FR00000026919,US00000000795
1628,FR00000026920,US00000003507
1629,FR00000026922,US00000003013
1630,NL00000026924,DE00000001742
1631,DE00000026925,US00000000795
1632,RU00000026929,US00000000795
1633,RU00000026930,US00000002804
1634,GB00000026937,US00000000795
1635,RU00000026938,US00000000795
1636,RU00000026940,US00000000795
1637,GB00000026941,US00000000795
1638,DE00000026942,US00000003459
1639,FR00000026945,US00000003013
1640,NL00000026946,US00000000795
1641,NL00000026947,US00000003507
1642,US00000026948,US00000000795
1643,FR00000026949,US00000000795
1644,GB00000026950,US00000000795
1645,GB00000026951,US00000003459
1646,DE00000026952,US00000000795
1647,NL00000026953,US00000003507
1648,GB00000026954,US00000000795
1649,US00000026955,US00000000795
1650,GB00000026957,US00000003459
1651,NL00000026959,US00000000795
1652,FR00000026962,US00000000795
1653,GB00000026963,US00000000795
1654,GB00000026964,US00000000795
1655,RU00000026965,US00000000795
1656,RU00000026967,US00000003507
1657,NL00000026968,US00000003507
1658,RU00000026970,DE00000001742
1659,RU00000026971,US00000000795
1660,US00000026973,DE00000001742
1661,DE00000026976,US00000003459
1662,US00000026977,US00000003507
1663,DE00000026980,US00000000795
1664,DE00000026993,US00000000795
1665,NL00000029542,GB00000002348
1666,DE00000029551,US00000003459
1667,US00000029630,DE00000001742
1668,RU00000029634,US00000003507
1669,US00000029663,US00000003459
1670,GB00000029664,US00000000795
1671,GB00000029666,GB00000002348
1672,GB00000030675,US00000000795
1673,NL00000030766,US00000001653
1674,RU00000030877,DE00000001742
1675,US00000030936,US00000003013
1676,US00000030939,US00000003013
1677,RU00000030940,US00000002804
1678,NL00000030945,US00000002804
1679,FR00000030958,US00000003507
1680,NL00000030959,GB00000002348
1681,GB00000029679,US00000000795
1682,NL00000029701,US00000000795
1683,GB00000029702,GB00000002348
1684,GB00000029704,US00000003013
1685,US00000026996,US00000003013
1686,DE00000026997,US00000000795
1687,US00000026999,US00000003013
1688,GB00000027000,US00000003507
1689,RU00000027005,DE00000001742
1690,GB00000027006,US00000003507
1691,NL00000027010,DE00000001742
1692,NL00000027011,US00000003459
1693,NL00000027012,US00000003013
1694,DE00000027013,US00000003013
1695,US00000027014,US00000000795
1696,GB00000027015,US00000003013
1697,FR00000027016,US00000003013
1698,RU00000027017,DE00000001742
1699,RU00000027020,US00000003013
1700,GB00000027021,US00000003013
1701,DE00000027023,GB00000002348
1702,FR00000027024,FR00000002912
1703,GB00000027027,US00000003507
1704,FR00000027028,US00000000795
1705,DE00000027029,DE00000001742
1706,US00000027030,US00000000795
1707,DE00000027032,US00000000795
1708,NL00000027033,US00000003459
1709,DE00000027037,DE00000001742
1710,US00000027040,US00000003013
1711,FR00000027042,US00000000795
1712,DE00000027044,US00000000795
1713,RU00000027045,US00000000795
1714,DE00000027053,US00000000795
1715,NL00000027054,US00000003013
1716,DE00000027055,US00000003507
1717,FR00000027057,US00000003507
1718,FR00000027058,US00000003013
1719,US00000027064,US00000000795
1720,FR00000027067,US00000003013
1721,RU00000027068,US00000000795
1722,DE00000027069,US00000000795
1723,RU00000027070,US00000000795
1724,US00000027073,US00000003507
1725,DE00000027074,US00000003013
1726,NL00000027078,GB00000002348
1727,DE00000027080,US00000003507
1728,RU00000027081,US00000003507
1729,GB00000027082,US00000000795
1730,RU00000027083,GB00000002348
1731,GB00000027085,US00000000795
1732,US00000027091,GB00000002348
1733,US00000027092,US00000000795
1734,GB00000027094,US00000000795
1735,NL00000027096,US00000000795
1736,GB00000027097,US00000003507
1737,US00000027100,US00000000795
1738,NL00000027101,US00000000795
1739,RU00000027102,US00000000795
1740,GB00000027106,US00000003507
1741,GB00000027107,GB00000002348
1742,DE00000027109,US00000003013
1743,RU00000027110,US00000000795
1744,RU00000027111,US00000003507
1745,FR00000027112,US00000003013
1746,FR00000027114,US00000000795
1747,RU00000027115,US00000003013
1748,NL00000029774,US00000001653
1749,RU00000030973,GB00000002348
1750,GB00000030977,US00000000795
1751,FR00000031020,US00000003507
1752,NL00000031081,US00000003013
1753,US00000031091,US00000003013
1754,RU00000031094,FR00000002912
1755,FR00000031097,DE00000001742
1756,DE00000031105,US00000003507
1757,US00000031120,GB00000002348
1758,DE00000031123,GB00000002348
1759,GB00000031124,US00000003013
1760,DE00000031126,GB00000002348
1761,GB00000031127,US00000003507
1762,RU00000031147,GB00000002348
1763,FR00000031543,US00000001653
1764,US00000027116,US00000000795
1765,RU00000027117,US00000003013
1766,RU00000027124,US00000003507
1767,US00000027125,DE00000001742
1768,GB00000027127,US00000003507
1769,DE00000027129,DE00000001742
1770,NL00000027133,US00000003507
1771,NL00000027134,US00000003507
1772,GB00000027135,US00000003013
1773,DE00000027136,US00000002804
1774,RU00000027137,US00000003013
1775,NL00000027138,DE00000001742
1776,US00000027141,US00000000795
1777,NL00000027144,US00000003507
1778,DE00000027145,US00000000795
1779,FR00000027154,US00000003507
1780,NL00000027155,US00000003507
1781,NL00000027156,DE00000001742
1782,GB00000027158,US00000003507
1783,NL00000027159,US00000003507
1784,GB00000027160,US00000003507
1785,FR00000027161,GB00000002348
1786,RU00000027167,US00000000795
1787,FR00000027271,US00000003013
1788,GB00000027284,US00000003507
1789,FR00000027292,GB00000002348
1790,GB00000027313,US00000000795
1791,GB00000027328,US00000000795
1792,GB00000027351,US00000003013
1793,GB00000031561,US00000003013
1794,GB00000031562,DE00000001742
1795,RU00000031563,US00000000795
1796,DE00000031581,DE00000001742
1797,GB00000031586,US00000003507
1798,RU00000031593,US00000003507
1799,GB00000031598,US00000000795
1800,DE00000031630,US00000003507
1801,NL00000031644,US00000002804
1802,RU00000031677,GB00000002348
1803,US00000031179,US00000003013
1804,RU00000031184,FR00000002912
1805,FR00000031186,US00000003013
1806,GB00000031263,US00000003507
1807,NL00000031285,US00000003013
1808,GB00000031298,DE00000001742
1809,RU00000031320,US00000003459
1810,GB00000031322,US00000000795
1811,GB00000031336,US00000000795
1812,RU00000031354,US00000003459
1813,FR00000031361,US00000000795
1814,NL00000031385,US00000003459
1815,RU00000031400,US00000003507
1816,FR00000031406,GB00000002348
1817,DE00000031684,US00000000795
1818,DE00000031690,US00000000795
1819,GB00000031692,US00000003507
1820,FR00000027378,US00000003459
1821,FR00000027428,US00000003507
1822,RU00000027431,DE00000001742
1823,FR00000027438,US00000000795
1824,US00000027446,US00000000795
1825,GB00000027493,US00000003013
1826,FR00000027495,US00000003459
1827,NL00000027509,GB00000002348
1828,FR00000027511,US00000002804
1829,DE00000027513,US00000000795
1830,DE00000027517,US00000003459
1831,GB00000027575,DE00000001742
1832,US00000027576,US00000000795
1833,FR00000027577,US00000000795
1834,RU00000031796,US00000003507
1835,US00000031712,US00000003507
1836,RU00000031727,GB00000002348
1837,US00000031732,US00000003507
1838,RU00000031733,US00000003013
1839,US00000031788,GB00000002348
1840,NL00000031789,GB00000002348
1841,GB00000032495,US00000003459
1842,GB00000032510,GB00000002348
1843,RU00000032525,DE00000001742
1844,US00000032526,US00000003507
1845,US00000031849,GB00000002348
1846,DE00000031850,US00000003507
1847,GB00000031935,FR00000002912
1848,RU00000031958,US00000003507
1849,FR00000031995,US00000000795
1850,RU00000032003,US00000000795
1851,US00000032008,DE00000001742
1852,DE00000032056,US00000003507
1853,RU00000032527,DE00000001742
1854,FR00000032528,DE00000001742
1855,FR00000032530,DE00000001742
1856,US00000032532,US00000003013
1857,DE00000032533,DE00000001742
1858,GB00000032534,US00000000795
1859,FR00000032535,US00000003013
1860,US00000032549,US00000003013
1861,RU00000031457,FR00000002912
1862,US00000031851,US00000000795
1863,US00000031853,US00000003507
1864,US00000031854,DE00000001742
1865,US00000031878,US00000002804
1866,US00000031909,DE00000001742
1867,DE00000031911,US00000003507
1868,NL00000031918,US00000000795
1869,FR00000032833,GB00000002348
1870,US00000032835,GB00000002348
1871,FR00000032837,DE00000001742
1872,US00000032839,US00000003507
1873,RU00000032840,DE00000001742
1874,RU00000032841,US00000003507
1875,US00000032842,GB00000002348
1876,GB00000032843,DE00000001742
1877,RU00000032844,US00000003013
1878,RU00000032845,GB00000002348
1879,FR00000032895,DE00000001742
1880,GB00000032961,US00000003459
1881,US00000033000,US00000003507
1882,NL00000033034,US00000003013
1883,FR00000033053,US00000003507
1884,NL00000033058,DE00000001742
1885,NL00000033072,US00000000795
1886,NL00000033107,US00000000795
1887,FR00000033119,DE00000001742
1888,FR00000032106,US00000003507
1889,GB00000032116,US00000002804
1890,NL00000032121,GB00000002585
1891,US00000032136,US00000003459
1892,GB00000032138,US00000003013
1893,DE00000032140,US00000003013
1894,FR00000032141,US00000000795
1895,RU00000032142,GB00000002348
1896,RU00000032143,US00000003507
1897,GB00000032147,GB00000002348
1898,DE00000032148,FR00000002912
1899,NL00000032240,US00000003507
1900,FR00000032288,US00000003507
1901,DE00000032289,US00000002804
1902,FR00000032290,DE00000001742
1903,US00000032312,US00000003013
1904,DE00000032381,US00000002804
1905,GB00000032390,US00000000795
1906,NL00000032401,DE00000001742
1907,US00000032416,US00000003459
1908,RU00000032457,US00000003013
1909,DE00000032482,US00000002804
1910,NL00000033448,DE00000001742
1911,NL00000033451,DE00000001742
1912,DE00000032552,DE00000001742
1913,FR00000032565,US00000003013
1914,FR00000032605,US00000003507
1915,US00000032618,GB00000002348
1916,DE00000032653,US00000000795
1917,GB00000032659,GB00000002348
1918,US00000032671,DE00000001742
1919,NL00000032674,US00000003507
1920,DE00000032695,DE00000001742
1921,GB00000032703,DE00000001742
1922,DE00000032709,US00000000795
1923,FR00000033183,US00000003507
1924,US00000033217,US00000003013
1925,US00000033218,GB00000002348
1926,FR00000033240,GB00000002348
1927,DE00000033242,DE00000001742
1928,DE00000033243,US00000003459
1929,DE00000033269,US00000000795
1930,GB00000033272,US00000000795
1931,FR00000033279,US00000001653
1932,FR00000033285,US00000003459
1933,US00000033286,US00000003013
1934,US00000033309,US00000003013
1935,GB00000033323,DE00000001742
1936,US00000033340,DE00000001742
1937,GB00000033355,US00000003507
1938,FR00000033360,US00000000795
1939,US00000033365,US00000003013
1940,DE00000032759,US00000003013
1941,DE00000033519,US00000002804
1942,RU00000033521,DE00000001742
1943,DE00000033536,US00000000795
1944,RU00000033540,US00000003013
1945,GB00000033547,US00000003459
1946,US00000033560,DE00000001742
1947,RU00000033561,US00000002804
1948,RU00000033562,DE00000001742
1949,FR00000033563,US00000003013
1950,NL00000033564,US00000003459
1951,NL00000033689,DE00000001742
1952,RU00000033695,US00000002804
1953,NL00000033721,US00000000795
1954,NL00000033731,DE00000001742
1955,FR00000032783,US00000000795
1956,US00000032801,US00000003013
1957,RU00000032806,US00000003013
1958,DE00000032812,DE00000001742
1959,US00000032813,US00000003507
1960,NL00000032814,US00000003013
1961,GB00000032817,US00000000795
1962,US00000032818,GB00000002348
1963,GB00000032820,DE00000001742
1964,US00000032821,US00000003507
1965,RU00000032822,US00000003507
1966,US00000032823,US00000003507
1967,RU00000032827,GB00000002348
1968,US00000032828,US00000003013
1969,DE00000032829,US00000003507
1970,GB00000032830,GB00000002348
1971,US00000032831,US00000003507
1972,DE00000034084,DE00000001742
1973,DE00000034099,US00000000795
1974,DE00000034102,US00000002804
1975,FR00000034127,US00000000795
1976,DE00000034153,US00000003507
1977,DE00000034154,US00000002804
1978,GB00000034155,US00000003013
1979,GB00000033760,US00000003013
1980,NL00000033761,US00000003013
1981,FR00000033816,US00000002804
1982,NL00000033819,US00000003507
1983,US00000033847,US00000002804
1984,GB00000033868,US00000002804
1985,NL00000033885,US00000003459
1986,GB00000033893,US00000003507
1987,US00000033897,US00000000795
1988,US00000034803,US00000003507
1989,NL00000034804,US00000000795
1990,DE00000034806,DE00000001742
1991,US00000034822,US00000003507
1992,DE00000034174,DE00000001742
1993,US00000033433,US00000003507
1994,NL00000033951,US00000000795
1995,RU00000033963,US00000002804
1996,NL00000033976,US00000003507
1997,FR00000033977,US00000000795
1998,DE00000033978,US00000003013
1999,DE00000034015,US00000002804
2000,GB00000034026,GB00000002348
2001,NL00000034035,US00000003459
2002,DE00000035262,US00000003459
2003,GB00000034186,US00000003013
2004,GB00000034226,US00000003013
2005,FR00000034886,US00000000795
2006,GB00000034941,US00000003459
2007,RU00000034949,US00000003013
2008,RU00000034950,US00000003013
2009,NL00000035004,DE00000001742
2010,DE00000035077,US00000000795
2011,NL00000035080,DE00000001742
2012,RU00000034437,US00000003507
2013,DE00000034440,US00000002804
2014,DE00000034453,US00000000795
2015,RU00000035287,DE00000001742
2016,GB00000035314,GB00000002348
2017,DE00000035316,US00000003507
2018,FR00000035319,US00000000795
2019,GB00000035338,US00000003459
2020,NL00000035339,US00000003507
2021,GB00000035401,US00000000795
2022,GB00000035415,US00000000795
2023,RU00000035428,US00000003507
2024,FR00000035479,US00000002804
2025,NL00000035482,DE00000001742
2026,US00000035499,US00000000795
2027,US00000035510,US00000003507
2028,FR00000034456,US00000000795
2029,RU00000034489,GB00000002348
2030,DE00000034504,US00000003507
2031,GB00000034507,US00000003013
2032,RU00000034523,US00000003459
2033,NL00000034524,US00000000795
2034,GB00000034528,US00000003459
2035,DE00000034572,US00000003013
2036,GB00000034577,US00000000795
2037,NL00000034604,DE00000001742
2038,GB00000034608,GB00000002348
2039,NL00000034610,US00000000795
2040,RU00000035122,US00000002804
2041,US00000035126,US00000003507
2042,FR00000035138,US00000003459
2043,FR00000035160,US00000003459
2044,RU00000035195,US00000002804
2045,US00000035250,US00000003013
2046,NL00000035634,GB00000002348
2047,NL00000035637,DE00000001742
2048,RU00000035638,US00000000795
2049,DE00000035639,US00000000795
2050,DE00000035640,FR00000002912
2051,DE00000035641,US00000003507
2052,DE00000035642,DE00000001742
2053,NL00000035643,US00000000795
2054,GB00000035644,US00000000795
2055,DE00000035645,US00000003013
2056,US00000035648,US00000000795
2057,GB00000035649,US00000003507
2058,GB00000034662,US00000003507
2059,GB00000035521,FR00000002912
2060,US00000035554,US00000003013
2061,NL00000035569,GB00000002348
2062,US00000035587,US00000002804
2063,US00000035604,US00000000795
2064,GB00000035613,US00000003507
2065,DE00000035614,US00000000795
2066,US00000035616,US00000002804
2067,RU00000035617,US00000003459
2068,FR00000035620,GB00000002348
2069,RU00000035622,US00000003507
2070,US00000035623,US00000003013
2071,US00000035624,DE00000001742
2072,DE00000035625,US00000000795
2073,RU00000035628,GB00000002348
2074,RU00000035629,DE00000001742
2075,NL00000035632,GB00000002348
2076,DE00000036377,DE00000001742
2077,GB00000036417,US00000000795
2078,NL00000034704,US00000000795
2079,DE00000034706,US00000003507
2080,FR00000034716,US00000002804
2081,DE00000034728,DE00000001742
2082,DE00000034738,US00000003013
2083,US00000034756,US00000000795
2084,GB00000034757,US00000003013
2085,NL00000034760,US00000000795
2086,DE00000034762,US00000000795
2087,DE00000034764,GB00000002348
2088,RU00000034781,DE00000001742
2089,GB00000034795,US00000003507
2090,GB00000037295,US00000003507
2091,NL00000035692,DE00000001742
2092,GB00000035790,US00000000795
2093,RU00000035815,DE00000001742
2094,FR00000035882,US00000002804
2095,RU00000035889,US00000003459
2096,FR00000035898,US00000000795
2097,FR00000035911,US00000000795
2098,FR00000035919,US00000002804
2099,GB00000035928,US00000003507
2100,FR00000035943,US00000003013
2101,DE00000037305,US00000000795
2102,DE00000036458,DE00000001742
2103,NL00000036480,DE00000001742
2104,DE00000036503,DE00000001742
2105,NL00000036507,DE00000001742
2106,US00000036559,GB00000002348
2107,FR00000036577,US00000003507
2108,DE00000036579,US00000003507
2109,NL00000036595,US00000000795
2110,US00000036597,DE00000001742
2111,RU00000036641,US00000003013
2112,DE00000036672,US00000002804
2113,US00000036678,US00000003507
2114,NL00000036690,US00000003507
2115,US00000036691,US00000003507
2116,DE00000037329,US00000003507
2117,DE00000037343,US00000000795
2118,RU00000035973,DE00000001742
2119,RU00000035983,US00000000795
2120,DE00000036001,US00000000795
2121,RU00000036005,DE00000001742
2122,NL00000036012,US00000003013
2123,GB00000036019,DE00000001742
2124,RU00000036022,US00000003459
2125,GB00000036026,US00000003507
2126,NL00000036035,US00000002804
2127,FR00000036069,US00000002804
2128,GB00000036086,US00000003459
2129,US00000036113,DE00000001742
2130,DE00000036114,GB00000002348
2131,US00000036122,DE00000001742
2132,RU00000036135,GB00000002348
2133,US00000036143,US00000000795
2134,GB00000036152,FR00000002912
2135,US00000036734,US00000000795
2136,US00000036736,GB00000002348
2137,DE00000036738,DE00000001742
2138,US00000036758,US00000003013
2139,US00000036765,US00000003013
2140,RU00000036793,US00000003507
2141,RU00000036799,US00000003013
2142,NL00000036801,US00000002804
2143,GB00000036809,GB00000002348
2144,GB00000036819,US00000003507
2145,RU00000036843,FR00000002912
2146,US00000036846,DE00000001742
2147,DE00000036851,US00000003507
2148,US00000036873,US00000000795
2149,FR00000036882,US00000003013
2150,US00000037365,DE00000001742
2151,RU00000037370,US00000003507
2152,FR00000037390,FR00000002912
2153,DE00000037393,GB00000002348
2154,FR00000037449,US00000003013
2155,RU00000037450,GB00000002348
2156,NL00000037453,DE00000001742
2157,US00000036162,US00000003507
2158,US00000036325,US00000003013
2159,US00000036326,FR00000002912
2160,US00000036328,DE00000001742
2161,GB00000036329,US00000003507
2162,GB00000036330,DE00000001742
2163,NL00000036331,GB00000002348
2164,NL00000036333,US00000003507
2165,US00000037477,US00000003013
2166,FR00000037480,US00000003507
2167,FR00000037490,US00000003507
2168,NL00000037498,US00000003013
2169,US00000037587,US00000003013
2170,FR00000036949,US00000003507
2171,RU00000036991,US00000002804
2172,US00000037027,GB00000002348
2173,DE00000037028,US00000003507
2174,RU00000037030,US00000003013
2175,US00000037031,US00000000795
2176,FR00000037032,US00000002804
2177,RU00000037033,US00000003507
2178,GB00000037061,US00000003507
2179,RU00000037138,US00000003507
2180,FR00000037602,US00000003013
2181,NL00000037603,US00000003013
2182,RU00000037802,US00000003507
2183,FR00000037872,US00000002804
2184,NL00000037904,GB00000002348
2185,NL00000038288,US00000003013
2186,RU00000038292,US00000003507
2187,US00000038319,US00000000795
2188,DE00000038320,US00000003459
2189,FR00000038330,US00000000795
2190,NL00000037214,US00000002804
2191,US00000037230,US00000000795
2192,US00000037234,US00000003013
2193,NL00000037244,DE00000001742
2194,US00000037248,US00000003013
2195,FR00000037252,US00000002804
2196,NL00000037281,DE00000001742
2197,DE00000037283,US00000000795
2198,FR00000038005,US00000003507
2199,FR00000038009,US00000003507
2200,DE00000038036,US00000002804
2201,FR00000038078,US00000000795
2202,NL00000038100,GB00000002348
2203,DE00000038356,US00000000795
2204,DE00000038366,US00000000795
2205,GB00000038761,US00000000795
2206,NL00000038795,US00000003013
2207,RU00000038801,US00000003013
2208,RU00000037525,US00000000795
2209,NL00000037545,US00000000795
2210,US00000037551,US00000000795
2211,DE00000037936,US00000003013
2212,DE00000037950,US00000003013
2213,RU00000037963,GB00000002348
2214,NL00000037965,US00000003507
2215,RU00000038428,US00000000795
2216,US00000038451,US00000000795
2217,NL00000038855,GB00000002348
2218,GB00000038872,US00000000795
2219,FR00000038113,US00000003507
2220,GB00000038166,GB00000002348
2221,GB00000038175,US00000003507
2222,FR00000039265,US00000003507
2223,FR00000038900,US00000003507
2224,NL00000038913,US00000000795
2225,NL00000038963,US00000003507
2226,FR00000038464,US00000003507
2227,FR00000038465,US00000003507
2228,NL00000038468,US00000002804
2229,US00000038471,FR00000002912
2230,US00000038472,US00000003013
2231,US00000038474,US00000000795
2232,DE00000038477,US00000000795
2233,RU00000038478,US00000003013
2234,NL00000038479,US00000000795
2235,NL00000038480,GB00000002348
2236,GB00000038481,US00000003013
2237,GB00000038482,US00000003013
2238,DE00000038483,US00000003507
2239,DE00000038486,US00000000795
2240,RU00000038488,US00000003013
2241,US00000038489,US00000003013
2242,DE00000038490,DE00000001742
2243,GB00000038491,US00000000795
2244,FR00000038493,US00000000795
2245,US00000038494,US00000003459
2246,DE00000038496,DE00000001742
2247,GB00000038497,US00000000795
2248,DE00000038498,US00000003507
2249,US00000038500,US00000003507
2250,RU00000038501,GB00000002348
2251,RU00000038502,US00000003013
2252,RU00000038503,US00000000795
2253,US00000038504,US00000000795
2254,GB00000038509,FR00000002912
2255,GB00000038510,US00000003013
2256,FR00000038511,GB00000002348
2257,DE00000038512,GB00000002348
2258,NL00000038513,FR00000002912
2259,US00000038514,GB00000002348
2260,RU00000038515,GB00000002348
2261,US00000038521,GB00000002348
2262,RU00000038531,US00000003507
2263,GB00000038532,US00000003459
2264,GB00000038533,US00000002804
2265,NL00000038534,FR00000002912
2266,US00000038535,FR00000002912
2267,RU00000038538,US00000003013
2268,GB00000038544,US00000002804
2269,NL00000038545,GB00000002348
2270,NL00000038546,DE00000001742
2271,GB00000038547,US00000000795
2272,RU00000038548,DE00000001742
2273,DE00000038549,US00000003507
2274,DE00000038550,US00000001653
2275,FR00000038551,US00000003013
2276,US00000038552,GB00000002348
2277,FR00000038553,US00000000795
2278,NL00000038555,US00000000795
2279,FR00000038556,US00000000795
